Recording timestamp	Eye movement type index	Gaze event duration	Fixation point X	Fixation point Y	target	phone_x	phone_y	best_match	screentime
154604.0	141	380.0	901.0	259.0	cell phone	0.6675136639240711	0.11617407116156445	map_ar_2.jpg	34470
155174.0	142	520.0	923.0	273.0	cell phone	0.52785921549604	0.14362121198515798	map_ar_2.jpg	35040
155614.0	143	320.0	1031.0	205.0	cell phone	0.8968081347437336	0.09721405964304353	map_ar_2.jpg	35480
156554.0	144	1520.0	912.0	240.0	cell phone	0.5790697674418605	0.09023941068139964	map_ar_2.jpg	36420
157674.0	145	600.0	952.0	320.0	cell phone	0.7545513156033639	0.641431009227745	map_ar_2.jpg	37540
158253.0	146	480.0	949.0	129.0	cell phone	0.6408984978206024	0.10366078578374498	map_ar_2.jpg	38119
158703.0	147	300.0	977.0	233.0	cell phone	0.8209652539018709	0.15491001559628667	map_ar_2.jpg	38569
159633.0	148	1400.0	972.0	207.0	cell phone	0.6697542326801279	0.1150964999059693	map_ar_2.jpg	39499
160833.0	149	700.0	902.0	294.0	cell phone	0.7201508899241128	0.17180980694552314	map_ar_2.jpg	40699
161363.0	150	340.0	871.0	244.0	cell phone	0.6010526292523917	0.195766515998902	map_ar_2.jpg	41229
161972.0	151	780.0	947.0	371.0	cell phone	0.7051793954026825	0.6006776964121212	map_ar_2.jpg	41838
162442.0	152	100.0	918.0	215.0	cell phone	0.7026745539241229	0.302728179055714	map_ar_2.jpg	42308
162682.0	153	340.0	899.0	113.0	cell phone	0.654943879650329	0.09294061406198886	map_ar_2.jpg	42548
163052.0	154	240.0	938.0	262.0	cell phone	0.8077768755047894	0.16723962860938954	map_ar_2.jpg	42918
163442.0	155	500.0	811.0	197.0	cell phone	0.2907153446046762	0.14493507528141447	map_ar_2.jpg	43308
164012.0	156	480.0	910.0	222.0	cell phone	0.6012786710030092	0.17713035383901926	map_ar_2.jpg	43878
164462.0	157	300.0	989.0	428.0	cell phone	0.6781376476649064	0.6414116414188347	map_ar_2.jpg	44328
164882.0	158	380.0	963.0	360.0	cell phone	0.6894285846086989	0.605925540757845	map_ar_2.jpg	44748
165312.0	159	400.0	928.0	151.0	cell phone	0.7483374779957009	0.16575398713616862	map_ar_2.jpg	45178
165752.0	160	400.0	939.0	445.0	cell phone	0.6929479347504696	0.4751776384584232	map_ar_2.jpg	45618
166331.0	161	520.0	930.0	413.0	cell phone	0.6941967162207849	0.6102486824501364	map_ar_2.jpg	46197
167531.0	162	1640.0	908.0	228.0	cell phone	0.6899085379536769	0.1822372459819013	map_ar_2.jpg	47397
169461.0	163	1980.0	982.0	267.0	cell phone	0.7797619047619048	0.1020408163265306	map_ar_2.jpg	49327
170721.0	164	460.0	957.0	417.0	cell phone	0.6672485163316451	0.5490765351063908	map_ar_2.jpg	50587
171320.0	165	680.0	974.0	214.0	cell phone	0.6307222890512783	0.14699534852850354	map_ar_2.jpg	51186
172450.0	166	1540.0	899.0	269.0	cell phone	0.4205858889625824	0.15418879473823002	map_ar_2.jpg	52316
174620.0	167	2659.0	833.0	195.0	cell phone	0.3204558171033593	0.1261837634510821	map_ar_2.jpg	54486
177339.0	168	2459.0	887.0	209.0	cell phone	0.4151742573353742	0.22130085062595786	map_ar_2.jpg	57205
180258.0	169	3319.0	916.0	265.0	cell phone	0.4258323386289293	0.14253918639303206	map_ar_2.jpg	60124
183028.0	170	2219.0	866.0	260.0	cell phone	0.2853602599054615	0.12572067367477152	map_ar_2.jpg	62894
184388.0	171	400.0	854.0	390.0	cell phone	0.22030101120270346	0.3384931652348075	map_ar_2.jpg	64254
185387.0	172	1560.0	934.0	263.0	cell phone	0.5810589505933778	0.15604607809706486	map_ar_2.jpg	65253
186497.0	173	540.0	963.0	458.0	cell phone	0.6831385392193702	0.6303568370218624	map_ar_2.jpg	66363
187257.0	174	900.0	838.0	157.0	surroundings				0
188247.0	175	1040.0	930.0	229.0	cell phone	0.5024792112678852	0.12547508487235404	map_ar_2.jpg	68113
189086.0	176	520.0	967.0	427.0	cell phone	0.6066118343839125	0.6500966838959681	map_ar_2.jpg	68952
189606.0	177	440.0	925.0	114.0	cell phone	0.49615779163473	0.1403874346434562	map_ar_2.jpg	69472
190156.0	178	540.0	952.0	366.0	cell phone	0.5228157429940031	0.6088525932714763	map_ar_2.jpg	70022
190546.0	179	160.0	929.0	125.0	cell phone	0.5120848552771096	0.1859330734600491	map_ar_2.jpg	70412
191016.0	180	720.0	850.0	35.0	surroundings				0
191986.0	181	1060.0	972.0	382.0	cell phone	0.5912383608507998	0.6302299395599615	info_menzis.jpg	71852
193925.0	182	2639.0	949.0	192.0	cell phone	0.6011406714353388	0.1319315015012855	map_ar_2.jpg	73791
195355.0	183	140.0	942.0	363.0	cell phone	0.5120866652554754	0.42991673456962937	map_ar_2.jpg	75221
195685.0	184	480.0	957.0	167.0	cell phone	0.5937066644526878	0.12031052543813275	map_ar_2.jpg	75551
196345.0	185	600.0	951.0	183.0	cell phone	0.6416859395494635	0.1333035777952776	map_ar_2.jpg	76211
196834.0	186	340.0	834.0	167.0	surroundings				0
197444.0	187	800.0	956.0	201.0	cell phone	0.5473221176249983	0.1282412279836806	info_menzis.jpg	77310
199214.0	188	2499.0	971.0	209.0	cell phone	0.6656524057958709	0.15244349102169533	map_ar_2.jpg	79080
201503.0	189	1920.0	911.0	239.0	cell phone	0.6669646383253369	0.10436885657904764	map_ar_2.jpg	81369
202573.0	190	180.0	790.0	159.0	surroundings				0
202933.0	191	500.0	916.0	213.0	cell phone	0.5833003939469442	0.14187787458798112	map_ar_2.jpg	82799
203393.0	192	260.0	914.0	228.0	cell phone	0.5762650389188035	0.15429159206504545	map_ar_2.jpg	83259
203723.0	193	360.0	803.0	186.0	surroundings				0
204253.0	194	620.0	1035.0	228.0	cell phone	0.9168436785358679	0.1333682576340606	map_ar_2.jpg	84119
205232.0	195	1140.0	900.0	253.0	cell phone	0.5325684025513902	0.12875186779618994	map_ar_2.jpg	85098
206082.0	196	200.0	945.0	451.0	cell phone	0.6077490013358428	0.5033720330761629	map_ar_2.jpg	85948
206402.0	197	360.0	924.0	207.0	cell phone	0.4641562057008207	0.2124270204272184	map_ar_2.jpg	86268
208092.0	198	2940.0	906.0	321.0	cell phone	0.4885754886839072	0.5242595175357533	map_ar_2.jpg	87958
209672.0	199	140.0	919.0	22.0	cell phone	0.5236440918658486	0.02511205989385716	map_ar_2.jpg	89538
210221.0	200	280.0	1000.0	9.0	surroundings				0
210911.0	201	700.0	916.0	281.0	cell phone	0.4855411198353047	0.4661252462145186	map_ar_2.jpg	90777
212031.0	202	1440.0	923.0	293.0	cell phone	0.5321793027010627	0.4833156760799108	map_ar_2.jpg	91897
212971.0	203	380.0	913.0	85.0	cell phone	0.5331796710762263	0.10610977809387816	map_ar_2.jpg	92837
213581.0	204	800.0	977.0	143.0	cell phone	0.7823343848580442	0.1631321370309951	map_ar_2.jpg	93447
214150.0	205	300.0	943.0	248.0	cell phone	0.4693901600952337	0.3509200747268928	map_ar_2.jpg	94016
214390.0	206	140.0	964.0	120.0	cell phone	0.6054054054054054	0.17412140575079876	map_ar_2.jpg	94256
214690.0	207	420.0	896.0	112.0	cell phone	0.4694050273830608	0.16458612045268808	map_ar_2.jpg	94556
215060.0	208	280.0	839.0	140.0	cell phone	0.4004362743948723	0.17778733277036488	map_ar_2.jpg	94926
215790.0	209	1140.0	988.0	133.0	cell phone	0.7097017205012934	0.17913792956166882	map_ar_2.jpg	95656
216760.0	210	600.0	934.0	388.0	cell phone	0.5714285714285714	0.6422487223168655	map_ar_2.jpg	96626
217460.0	211	720.0	814.0	91.0	surroundings				0
218179.0	212	480.0	948.0	319.0	cell phone	0.5940527671050646	0.3628125199896001	info_menzis.jpg	98045
218569.0	213	220.0	980.0	244.0	cell phone	0.7315290417955879	0.172530027903019	view_note.jpg	98435
219199.0	214	960.0	949.0	406.0	cell phone	0.5294521719317561	0.5771938867025679	map_ar_2.jpg	99065
219949.0	215	460.0	909.0	229.0	cell phone	0.6402167317596255	0.022539720101889114	map_ar_2.jpg	99815
220659.0	216	760.0	1044.0	404.0	others				0
221539.0	217	320.0	957.0	407.0	cell phone	0.6474166910044955	0.21530960401121949	map_ar_2.jpg	101405
221839.0	218	200.0	975.0	353.0	cell phone	0.9682539682539684	0.225621414913958	map_ar_2.jpg	101705
222169.0	219	180.0	976.0	487.0	cell phone	0.7639751552795031	0.45825932504440503	map_ar_2.jpg	102035
222409.0	220	240.0	938.0	286.0	cell phone	0.6328678645767173	0.1244991973911484	map_ar_2.jpg	102275
222679.0	221	240.0	1023.0	233.0	cell phone	0.8567135380369677	0.06924163019981804	map_ar_2.jpg	102545
223378.0	222	1040.0	969.0	419.0	cell phone	0.5797936462405523	0.6416281147021861	map_ar_2.jpg	103244
224078.0	223	280.0	1027.0	235.0	cell phone	0.6011730205278593	0.11469534050179213	map_ar_2.jpg	103944
225188.0	224	1900.0	923.0	212.0	cell phone	0.6089974707500063	0.1459986052542425	map_ar_2.jpg	105054
226588.0	225	820.0	1005.0	374.0	cell phone	0.4777448071216617	0.6398601398601399	map_ar_2.jpg	106454
227687.0	226	180.0	614.0	105.0	surroundings				0
228017.0	227	120.0	1204.0	465.0	cell phone	0.9632385284237756	0.14368201047894316	map_ar_2.jpg	107883
228267.0	228	340.0	997.0	353.0	cell phone	0.5636459193502659	0.33223413699058874	map_ar_2.jpg	108133
228727.0	229	540.0	1000.0	188.0	cell phone	0.489227326247337	0.1187489271409614	map_ar_2.jpg	108593
229597.0	230	1160.0	975.0	396.0	cell phone	0.4859397562530191	0.5746716622099389	map_ar_2.jpg	109463
230896.0	231	1180.0	961.0	412.0	cell phone	0.5752092705884038	0.6653279720619351	map_ar_2.jpg	110762
232196.0	232	80.0	475.0	20.0	surroundings				0
232586.0	233	260.0	704.0	153.0	surroundings				0
233196.0	234	200.0	865.0	25.0	surroundings				0
235066.0	235	3099.0	1005.0	418.0	cell phone	0.4507298403000851	0.40329198714498427	map_ar_2.jpg	114932
237325.0	236	1380.0	877.0	447.0	cell phone	0.6954020145839559	0.4425657926632862	map_ar_2.jpg	117191
238175.0	237	280.0	879.0	305.0	cell phone	0.8540627357791115	0.19623877210044385	map_ar_2.jpg	118041
238955.0	238	1120.0	917.0	219.0	cell phone	0.6055141419284406	0.07439025092525611	map_ar_2.jpg	118821
240994.0	239	400.0	1013.0	377.0	cell phone	0.5517241379310345	0.39399999999999996	map_ar_2.jpg	120860
241584.0	240	720.0	977.0	371.0	cell phone	0.5365853658536586	0.4728682170542636	map_ar_2.jpg	121450
242974.0	241	800.0	981.0	432.0	cell phone	0.4770642201834863	0.5167785234899329	map_ar_2.jpg	122840
244363.0	242	140.0	1109.0	76.0	building				0
244613.0	243	160.0	789.0	204.0	surroundings				0
246393.0	244	320.0	954.0	493.0	cell phone	0.3059210526315789	0.28378378378378377	map_ar_2.jpg	126259
247033.0	245	920.0	1010.0	414.0	cell phone	0.5596997064484144	0.5287006911950495	map_ar_2.jpg	126899
247663.0	246	140.0	1215.0	454.0	cell phone	0.7428313645331761	0.21936711968124809	map_ar_2.jpg	127529
247903.0	247	100.0	1043.0	359.0	others				0
249642.0	248	220.0	812.0	676.0	cell phone	0.14266090116332822	0.3617457144342522	map_ar_2.jpg	129508
250762.0	249	260.0	886.0	84.0	surroundings				0
251042.0	250	260.0	758.0	100.0	building				0
252521.0	251	240.0	1053.0	455.0	cell phone	0.8373426169216509	0.31432286786659225	map_ar_2.jpg	132387
252811.0	252	240.0	853.0	329.0	cell phone	0.36112007819159375	0.10796138419811847	map_ar_2.jpg	132677
253131.0	253	160.0	910.0	554.0	cell phone	0.6501626512103265	0.4653527936000182	map_ar_2.jpg	132997
253421.0	254	100.0	1870.0	191.0	building				0
253591.0	255	120.0	1805.0	116.0	building				0
254641.0	256	100.0	987.0	735.0	cell phone	0.25559685917939085	0.4074489853384992	map_ar_2.jpg	134507
254911.0	257	400.0	1103.0	632.0	surroundings				0
256510.0	258	280.0	1028.0	694.0	cell phone	0.4107062026501676	0.4287483449748836	map_ar_2.jpg	136376
256810.0	259	120.0	1061.0	897.0	cell phone	0.5907991093484469	0.6021651376043661	map_ar_2.jpg	136676
257020.0	260	180.0	959.0	820.0	cell phone	0.3437794556331324	0.3874300031973917	map_ar_2.jpg	136886
257300.0	261	140.0	1033.0	848.0	cell phone	0.22145328719723184	0.310126582278481	map_ar_2.jpg	137166
258880.0	262	260.0	830.0	116.0	surroundings				0
259350.0	263	280.0	952.0	53.0	building				0
259580.0	264	140.0	962.0	22.0	building				0
260010.0	265	160.0	664.0	239.0	building				0
260210.0	266	200.0	894.0	206.0	surroundings				0
260499.0	267	100.0	682.0	101.0	building				0
260959.0	268	100.0	1208.0	312.0	surroundings				0
261309.0	269	240.0	1002.0	451.0	cell phone	0.6593924274451898	0.3491996390076112	map_ar_2.jpg	141175
261499.0	270	100.0	859.0	281.0	cell phone	0.3199994020240701	0.2667391864797425	map_ar_2.jpg	141365
261859.0	271	540.0	906.0	337.0	cell phone	0.5907038944488259	0.5569451927379943	map_ar_2.jpg	141725
262579.0	272	840.0	1033.0	142.0	cell phone	0.4438040345821326	0.06386861313868614	map_ar_2.jpg	142445
263329.0	273	200.0	920.0	584.0	others				0
264149.0	274	600.0	1097.0	240.0	cell phone	0.8696583463005896	0.1132944720859963	map_ar_2.jpg	144015
264978.0	275	1020.0	1159.0	202.0	cell phone	0.4845302301768428	0.11095870079575684	map_ar_2.jpg	144844
265798.0	276	580.0	984.0	198.0	others				0
266698.0	277	220.0	863.0	94.0	building				0
266868.0	278	80.0	959.0	23.0	building				0
268208.0	279	2000.0	956.0	283.0	cell phone	0.7587189594638878	0.1302466433939206	map_ar_2.jpg	148074
270527.0	280	2379.0	909.0	253.0	cell phone	0.4405720059391652	0.19391836659449013	map_ar_2.jpg	150393
272587.0	281	1700.0	882.0	254.0	cell phone	0.4174767929294666	0.06788862159781424	info_menzis.jpg	152453
273796.0	282	460.0	856.0	312.0	cell phone	0.21082460752014176	0.03086953829714235	info_menzis.jpg	153662
274486.0	283	680.0	902.0	281.0	cell phone	0.4820340088901353	0.058075571230865076	info_menzis.jpg	154352
275426.0	284	1160.0	864.0	293.0	cell phone	0.4271309993604707	0.04484375934652743	info_menzis.jpg	155292
276756.0	285	1460.0	915.0	313.0	cell phone	0.4657791353606736	0.051909724833265086	info_menzis.jpg	156622
278285.0	286	1560.0	936.0	288.0	building				0
279735.0	287	1300.0	927.0	276.0	cell phone	0.3272789233351052	0.09074312232845293	info_menzis.jpg	159601
281285.0	288	1740.0	919.0	292.0	cell phone	0.35391155226289994	0.0926963657364797	info_menzis.jpg	161151
282784.0	289	1260.0	924.0	315.0	cell phone	0.4468376373624336	0.1250037680862593	info_menzis.jpg	162650
284354.0	290	1820.0	937.0	306.0	cell phone	0.4171970475455424	0.12875190443611753	info_menzis.jpg	164220
285524.0	291	480.0	848.0	305.0	cell phone	0.2525630704566951	0.16834115035689365	info_menzis.jpg	165390
287283.0	292	2999.0	933.0	298.0	cell phone	0.4996174644334199	0.1475888598227274	info_menzis.jpg	167149
289003.0	293	400.0	885.0	298.0	cell phone	0.2573906810604515	0.18514929415868767	info_menzis.jpg	168869
289753.0	294	1060.0	936.0	352.0	cell phone	0.4713216957605985	0.4267241379310345	info_menzis.jpg	169619
290613.0	295	580.0	893.0	383.0	cell phone	0.3806117993867636	0.6155776503865247	info_menzis.jpg	170479
291382.0	296	900.0	889.0	271.0	cell phone	0.2844788543544093	0.4007549636636568	info_menzis.jpg	171248
292082.0	297	480.0	896.0	247.0	cell phone	0.4827931951376921	0.3438132755329077	info_menzis.jpg	171948
292632.0	298	440.0	889.0	272.0	cell phone	0.5223606090086618	0.3710262282613879	info_menzis.jpg	172498
293992.0	299	2019.0	938.0	305.0	cell phone	0.6335635264575715	0.3673866957426469	info_menzis.jpg	173858
296781.0	300	3319.0	922.0	297.0	cell phone	0.7612558864704417	0.4522261919186413	sat_image.jpg	176647
298571.0	301	220.0	819.0	344.0	cell phone	0.4350261050683981	0.3238013522039064	sat_image_2.jpg	178437
299280.0	302	1000.0	890.0	364.0	cell phone	0.6044699150687677	0.32492577798595146	sat_image_2.jpg	179146
300360.0	303	1120.0	880.0	389.0	cell phone	-1.0	-1.0	sat_image_2.jpg	180226
301200.0	304	320.0	1012.0	385.0	cell phone	0.7846659526798986	0.5165195268500586	sat_image_2.jpg	181066
301550.0	305	320.0	852.0	393.0	surroundings				0
301920.0	306	80.0	884.0	383.0	building				0
302130.0	307	300.0	955.0	383.0	cell phone	0.6738647451039727	0.2638222769848482	sat_image_2.jpg	181996
302569.0	308	520.0	901.0	462.0	cell phone	0.5578314932443134	0.4166128412367047	sat_image_2.jpg	182435
303160.0	309	480.0	913.0	410.0	cell phone	0.5944079289593965	0.4256208879220072	sat_image_2.jpg	183026
303660.0	310	480.0	959.0	368.0	cell phone	0.7435833182983721	0.3944308777297454	sat_image_2.jpg	183526
304059.0	311	280.0	894.0	225.0	cell phone	0.5212424187486742	0.15899724834195508	sat_image_2.jpg	183925
304709.0	312	860.0	878.0	250.0	others				0
305479.0	313	640.0	986.0	355.0	cell phone	0.6908847986318827	0.3219741351367631	sat_image.jpg	185345
306119.0	314	560.0	753.0	135.0	surroundings				0
306519.0	315	200.0	914.0	254.0	cell phone	0.4622634680682097	0.20241303620769133	sat_image.jpg	186385
306729.0	316	180.0	1006.0	363.0	cell phone	0.8356314865020348	0.412768621690991	sat_image.jpg	186595
307059.0	317	240.0	956.0	459.0	cell phone	0.8129896118635617	0.5782369585766379	sat_image.jpg	186925
307309.0	318	220.0	840.0	474.0	cell phone	0.4475156686921906	0.5905999115780222	sat_image.jpg	187175
308018.0	319	1160.0	927.0	397.0	cell phone	0.8955772537144203	0.516155575449198	sat_image_2.jpg	187884
308798.0	320	200.0	918.0	399.0	cell phone	0.7498913190222466	0.4517115199321912	info_menzis.jpg	188664
309288.0	321	580.0	984.0	373.0	cell phone	0.8319194685187858	0.4720095512716837	take_note.jpg	189154
310818.0	322	2419.0	900.0	369.0	cell phone	0.7261754260940099	0.5280501838442898	map_ar_2.jpg	190684
312167.0	323	220.0	777.0	170.0	cell phone	0.20608345767621786	0.11183359834104313	map_ar_2.jpg	192033
313877.0	324	2979.0	845.0	224.0	cell phone	0.11791913070563215	0.08461464491920494	view_note.jpg	193743
315937.0	325	920.0	862.0	249.0	cell phone	0.2257142854707051	0.02857142854059558	take_note.jpg	195803
316606.0	326	340.0	967.0	370.0	cell phone	0.816241265141193	0.3842905080072335	take_note.jpg	196472
316876.0	327	160.0	829.0	326.0	cell phone	0.4167616577411095	0.3537394599083015	take_note.jpg	196742
317196.0	328	240.0	775.0	163.0	others				0
317446.0	329	180.0	935.0	229.0	cell phone	0.5336150343617326	0.12398458567342338	take_note.jpg	197312
317596.0	330	80.0	1022.0	214.0	cell phone	0.9152817393816272	0.12835089153892912	take_note.jpg	197462
318516.0	331	1680.0	888.0	375.0	cell phone	0.7052412281268626	0.512939508349636	take_note.jpg	198382
319666.0	332	420.0	848.0	245.0	cell phone	0.5467066029786021	0.17113415957064146	take_note.jpg	199532
320246.0	333	660.0	831.0	320.0	cell phone	0.2817796363103812	0.32224212029141525	view_note.jpg	200112
320745.0	334	260.0	1001.0	487.0	cell phone	0.8224974403320596	0.6129775720631735	view_note.jpg	200611
321415.0	335	980.0	855.0	276.0	cell phone	0.14662371309646355	0.2122196440427601	view_note.jpg	201281
322105.0	336	340.0	908.0	523.0	cell phone	0.3198957934417441	0.6736724954630304	view_note.jpg	201971
322485.0	337	360.0	992.0	462.0	cell phone	0.8049940323400799	0.6785877211766341	view_note.jpg	202351
322785.0	338	220.0	841.0	388.0	cell phone	0.42878888212396665	0.5527880513199696	view_note.jpg	202651
323095.0	339	360.0	933.0	391.0	cell phone	0.6640357844705241	0.5780290772747011	view_note.jpg	202961
323465.0	340	300.0	773.0	217.0	cell phone	0.28336396171978656	0.19675950765715336	view_note.jpg	203331
323865.0	341	380.0	837.0	477.0	cell phone	0.31036286696020104	0.6190295593288423	view_note.jpg	203731
324354.0	342	560.0	829.0	259.0	cell phone	0.3034960500095552	0.2368753311293151	view_note.jpg	204220
324804.0	343	220.0	897.0	543.0	cell phone	0.40924895951824986	0.674228302283594	view_note.jpg	204670
325114.0	344	320.0	991.0	462.0	cell phone	0.783134372699236	0.542815824790338	view_note.jpg	204980
325624.0	345	660.0	832.0	508.0	cell phone	0.3165393858506241	0.5709664885056783	take_note.jpg	205490
326174.0	346	400.0	869.0	502.0	cell phone	0.3260990348080226	0.7494208521866469	take_note.jpg	206040
326664.0	347	540.0	864.0	346.0	cell phone	0.24556823146473666	0.5236108130700983	take_note.jpg	206530
327204.0	348	500.0	868.0	222.0	cell phone	0.3383972346440338	0.2103888425223916	take_note.jpg	207070
327684.0	349	420.0	998.0	326.0	cell phone	0.802647901561126	0.284961551210522	take_note.jpg	207550
328204.0	350	580.0	827.0	295.0	cell phone	0.26892376371299176	0.1949021437345474	take_note.jpg	208070
328734.0	351	280.0	902.0	335.0	cell phone	0.4728033785739033	0.2826850743453414	take_note.jpg	208600
329364.0	352	940.0	834.0	246.0	cell phone	0.17038833678852314	0.11401505208354402	take_note.jpg	209230
330573.0	353	1360.0	970.0	437.0	cell phone	0.6416382252559727	0.5831842576028623	take_note.jpg	210439
331523.0	354	480.0	912.0	415.0	cell phone	0.5751033369313394	0.5365019517009799	take_note.jpg	211389
331873.0	355	200.0	842.0	498.0	cell phone	0.32363134603377564	0.6629598356386109	take_note.jpg	211739
332423.0	356	800.0	813.0	239.0	cell phone	0.11592905711708	0.11574168620971	take_note.jpg	212289
333123.0	357	500.0	969.0	479.0	cell phone	0.7817444885190356	0.5954674190762689	take_note.jpg	212989
333562.0	358	300.0	842.0	507.0	cell phone	0.3757407795869154	0.6224162804656739	take_note.jpg	213428
333962.0	359	460.0	896.0	517.0	cell phone	0.5423928879652997	0.6485718598471013	take_note.jpg	213828
334382.0	360	300.0	775.0	227.0	cell phone	0.13645139966496506	0.10025169492708297	take_note.jpg	214248
334702.0	361	220.0	963.0	452.0	cell phone	0.7329321540080468	0.5348430161606716	take_note.jpg	214568
334942.0	362	220.0	867.0	482.0	cell phone	0.4468903092954945	0.6297475295837993	take_note.jpg	214808
335312.0	363	440.0	867.0	537.0	cell phone	0.4674074660163266	0.6724226844216582	take_note.jpg	215178
335732.0	364	320.0	789.0	229.0	cell phone	0.24165249556972554	0.15282461373189765	take_note.jpg	215598
336322.0	365	740.0	888.0	491.0	cell phone	0.4765779498704604	0.5952453844295448	take_note.jpg	216188
336952.0	366	480.0	971.0	510.0	cell phone	0.7826193525186574	0.6493500581358409	take_note.jpg	216818
337252.0	367	80.0	884.0	489.0	cell phone	0.5586720285163149	0.6515458800380303	take_note.jpg	217118
337771.0	368	880.0	854.0	498.0	cell phone	0.5160367410772764	0.6596173989567905	take_note.jpg	217637
338521.0	369	540.0	819.0	247.0	cell phone	0.5000558582365547	0.1544295408193986	take_note.jpg	218387
339131.0	370	600.0	844.0	265.0	cell phone	0.5577946170249377	0.12230399373803567	take_note.jpg	218997
339611.0	371	200.0	869.0	571.0	cell phone	0.5084987017288843	0.6742440160616469	take_note.jpg	219477
340031.0	372	520.0	873.0	254.0	cell phone	0.5855103666144179	0.15403415524573227	take_note.jpg	219897
340441.0	373	220.0	878.0	238.0	cell phone	0.5874300041271752	0.1353863827403372	take_note.jpg	220307
340721.0	374	220.0	856.0	559.0	cell phone	0.40823620644502295	0.6997301567825673	take_note.jpg	220587
340951.0	375	200.0	870.0	476.0	cell phone	0.4433212476298699	0.6003805276731821	take_note.jpg	220817
341191.0	376	200.0	867.0	467.0	cell phone	0.4848285954446793	0.6472089221511006	take_note.jpg	221057
341481.0	377	340.0	967.0	435.0	cell phone	0.7262578510728668	0.5980360275252434	take_note.jpg	221347
341901.0	378	440.0	882.0	209.0	cell phone	0.6572053476689138	0.12751997784601252	take_note.jpg	221767
342371.0	379	360.0	849.0	529.0	cell phone	0.4565907719388619	0.6494628217302351	take_note.jpg	222237
